community_id,community_size,dominant_experience_level,entry_accessibility,community_label,defining_skills,defining_responsibility_signals,confidence,level_agreement,access_agreement,label_agreement,overall_agreement,calls_used,top_title_keywords,raw_call_outputs,batch_id
485,27,senior,restricted_entry_point,Finance Leadership,"['financial planning', 'analysis', 'controls']","['strategic decision making', 'team management']",high,1.0,1.0,0.667,0.889,3,"financial, manager, officer, reporting, chief, analyst, planning, analysis, controls, director, controller, finance","[{""community_id"": 485, ""dominant_experience_level"": ""senior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""Financial Management"", ""defining_skills"": [""financial planning"", ""analysis"", ""controls""], ""defining_responsibility_signals"": [""strategic decision making"", ""team management""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 485, \""dominant_experience_level\"": \""senior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""Financial Management\"", \""defining_skills\"": [\""financial planning\"", \""analysis\"", \""controls\""], \""defining_responsibility_signals\"": [\""strategic decision making\"", \""team management\""], \""confidence\"": \""high\""}""}, {""community_id"": 485, ""dominant_experience_level"": ""senior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""Finance Leadership"", ""defining_skills"": [""strategic planning"", ""financial fortitude"", ""stakeholder management""], ""defining_responsibility_signals"": [""strategic thought partner"", ""prepare company for sale/IPO""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 485, \""dominant_experience_level\"": \""senior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""Finance Leadership\"", \""defining_skills\"": [\""strategic planning\"", \""financial fortitude\"", \""stakeholder management\""], \""defining_responsibility_signals\"": [\""strategic thought partner\"", \""prepare company for sale/IPO\""], \""confidence\"": \""high\""}""}, {""community_id"": 485, ""dominant_experience_level"": ""senior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""Finance Leadership"", ""defining_skills"": [""financial planning"", ""analysis"", ""strategy""], ""defining_responsibility_signals"": [""define direction"", ""make strategic decisions""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 485, \""dominant_experience_level\"": \""senior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""Finance Leadership\"", \""defining_skills\"": [\""financial planning\"", \""analysis\"", \""strategy\""], \""defining_responsibility_signals\"": [\""define direction\"", \""make strategic decisions\""], \""confidence\"": \""high\""}""}]",20
486,27,mid,moderate_entry_barrier,Billing Specialists,"['billing', 'collections', 'billing procedures']","['day-to-day administration', 'direction of accurate cash applications']",medium,1.0,1.0,0.667,0.889,3,"billing, specialist, clerk, coordinator, accounting, accounts, collections, payable, supervisor, senior, shift, receivable","[{""community_id"": 486, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Billing Coordinators"", ""defining_skills"": [""billing procedures"", ""cash applications"", ""client billing""], ""defining_responsibility_signals"": [""day-to-day administration"", ""direction of accurate cash applications""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 486, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Billing Coordinators\"", \""defining_skills\"": [\""billing procedures\"", \""cash applications\"", \""client billing\""], \""defining_responsibility_signals\"": [\""day-to-day administration\"", \""direction of accurate cash applications\""], \""confidence\"": \""medium\""}""}, {""community_id"": 486, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Billing Specialists"", ""defining_skills"": [""billing"", ""accounting"", ""collections""], ""defining_responsibility_signals"": [""process client invoices"", ""edit time entries""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 486, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Billing Specialists\"", \""defining_skills\"": [\""billing\"", \""accounting\"", \""collections\""], \""defining_responsibility_signals\"": [\""process client invoices\"", \""edit time entries\""], \""confidence\"": \""medium\""}""}, {""community_id"": 486, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Billing Specialists"", ""defining_skills"": [""billing"", ""collections"", ""payable""], ""defining_responsibility_signals"": [""enter high volume"", ""customer service""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 486, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Billing Specialists\"", \""defining_skills\"": [\""billing\"", \""collections\"", \""payable\""], \""defining_responsibility_signals\"": [\""enter high volume\"", \""customer service\""], \""confidence\"": \""medium\""}""}]",20
487,27,mid,moderate_entry_barrier,Maintenance Engineer,"['preventative maintenance', 'equipment repair', 'guest requests']","['assist with operations', 'participate in maintenance programs']",medium,1.0,1.0,1.0,1.0,3,"maintenance, manager, engineer, preventative, production, reliability, mechanic, supervisor, mechanical, global, excellence, specialist","[{""community_id"": 487, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Maintenance Engineer"", ""defining_skills"": [""preventative maintenance"", ""equipment repair"", ""guest requests""], ""defining_responsibility_signals"": [""assist with operations"", ""participate in maintenance programs""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 487, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Maintenance Engineer\"", \""defining_skills\"": [\""preventative maintenance\"", \""equipment repair\"", \""guest requests\""], \""defining_responsibility_signals\"": [\""assist with operations\"", \""participate in maintenance programs\""], \""confidence\"": \""medium\""}""}, {""community_id"": 487, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Maintenance Engineer"", ""defining_skills"": [""preventative maintenance"", ""equipment repair"", ""guest requests""], ""defining_responsibility_signals"": [""assist with operations"", ""participate in maintenance programs""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 487, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Maintenance Engineer\"", \""defining_skills\"": [\""preventative maintenance\"", \""equipment repair\"", \""guest requests\""], \""defining_responsibility_signals\"": [\""assist with operations\"", \""participate in maintenance programs\""], \""confidence\"": \""medium\""}""}, {""community_id"": 487, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Maintenance Engineer"", ""defining_skills"": [""preventative maintenance"", ""equipment repair"", ""guest requests""], ""defining_responsibility_signals"": [""assist with operations"", ""participate in maintenance programs""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 487, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Maintenance Engineer\"", \""defining_skills\"": [\""preventative maintenance\"", \""equipment repair\"", \""guest requests\""], \""defining_responsibility_signals\"": [\""assist with operations\"", \""participate in maintenance programs\""], \""confidence\"": \""medium\""}""}]",20
488,27,mid,moderate_entry_barrier,Medical Professionals,"['medical', 'clinical', 'specialist']","['lead', 'manage']",medium,1.0,1.0,0.667,0.889,3,"prn, manager, nurse, med, surg, medical, clinical, rehab, specialist, transporter, lead, acute","[{""community_id"": 488, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Medical Professionals"", ""defining_skills"": [""clinical"", ""medical"", ""specialist""], ""defining_responsibility_signals"": [""lead"", ""manage""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 488, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Medical Professionals\"", \""defining_skills\"": [\""clinical\"", \""medical\"", \""specialist\""], \""defining_responsibility_signals\"": [\""lead\"", \""manage\""], \""confidence\"": \""medium\""}""}, {""community_id"": 488, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Medical Professionals"", ""defining_skills"": [""EP lab procedures"", ""medical equipment operation"", ""patient care""], ""defining_responsibility_signals"": [""assist in medical procedures"", ""collaborate with healthcare team""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 488, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Medical Professionals\"", \""defining_skills\"": [\""EP lab procedures\"", \""medical equipment operation\"", \""patient care\""], \""defining_responsibility_signals\"": [\""assist in medical procedures\"", \""collaborate with healthcare team\""], \""confidence\"": \""medium\""}""}, {""community_id"": 488, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Clinical Rehab Specialists"", ""defining_skills"": [""clinical rehab"", ""PRN"", ""medical""], ""defining_responsibility_signals"": [""specialist"", ""clinical""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 488, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Clinical Rehab Specialists\"", \""defining_skills\"": [\""clinical rehab\"", \""PRN\"", \""medical\""], \""defining_responsibility_signals\"": [\""specialist\"", \""clinical\""], \""confidence\"": \""medium\""}""}]",20
489,27,mid,moderate_entry_barrier,Plant Operations Management,"['leadership', 'team management', 'operations']","['set standards', 'oversee teams']",medium,1.0,1.0,0.333,0.778,3,"manager, plant, supervisor, maintenance, lead, engineer, operator, operations, operating, field, electrical, instrument","[{""community_id"": 489, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Plant Operations Management"", ""defining_skills"": [""communication"", ""leadership"", ""team management""], ""defining_responsibility_signals"": [""set standards"", ""oversee teams""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 489, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Plant Operations Management\"", \""defining_skills\"": [\""communication\"", \""leadership\"", \""team management\""], \""defining_responsibility_signals\"": [\""set standards\"", \""oversee teams\""], \""confidence\"": \""medium\""}""}, {""community_id"": 489, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Production Supervisors"", ""defining_skills"": [""leadership"", ""team management"", ""operations""], ""defining_responsibility_signals"": [""supervise team"", ""ensure production goals""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 489, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Production Supervisors\"", \""defining_skills\"": [\""leadership\"", \""team management\"", \""operations\""], \""defining_responsibility_signals\"": [\""supervise team\"", \""ensure production goals\""], \""confidence\"": \""medium\""}""}, {""community_id"": 489, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Plant Operations"", ""defining_skills"": [""managerial"", ""operations"", ""leadership""], ""defining_responsibility_signals"": [""define direction"", ""make strategic decisions""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 489, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Plant Operations\"", \""defining_skills\"": [\""managerial\"", \""operations\"", \""leadership\""], \""defining_responsibility_signals\"": [\""define direction\"", \""make strategic decisions\""], \""confidence\"": \""medium\""}""}]",20
490,27,senior,restricted_entry_point,AWS Sales Leadership,"['strategic pursuits', 'sales leadership', 'team management']","['lead a team', 'deliver results on an innovative sales strategy']",high,1.0,1.0,0.667,0.889,3,"director, sales, development, manager, client, partner, strategic, leader, head, business, technical, pursuits","[{""community_id"": 490, ""dominant_experience_level"": ""senior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""AWS Sales Leadership"", ""defining_skills"": [""strategic pursuits"", ""sales leadership"", ""team management""], ""defining_responsibility_signals"": [""lead a team"", ""deliver results on an innovative sales strategy""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 490, \""dominant_experience_level\"": \""senior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""AWS Sales Leadership\"", \""defining_skills\"": [\""strategic pursuits\"", \""sales leadership\"", \""team management\""], \""defining_responsibility_signals\"": [\""lead a team\"", \""deliver results on an innovative sales strategy\""], \""confidence\"": \""high\""}""}, {""community_id"": 490, ""dominant_experience_level"": ""senior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""AWS Sales Leadership"", ""defining_skills"": [""strategic pursuits"", ""sales leadership"", ""team management""], ""defining_responsibility_signals"": [""lead a team"", ""deliver results on an innovative sales strategy""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 490, \""dominant_experience_level\"": \""senior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""AWS Sales Leadership\"", \""defining_skills\"": [\""strategic pursuits\"", \""sales leadership\"", \""team management\""], \""defining_responsibility_signals\"": [\""lead a team\"", \""deliver results on an innovative sales strategy\""], \""confidence\"": \""high\""}""}, {""community_id"": 490, ""dominant_experience_level"": ""senior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""AWS Tech Partner Development"", ""defining_skills"": [""AWS"", ""strategic partnerships"", ""solution development""], ""defining_responsibility_signals"": [""drive C-level relationships"", ""launch joint solutions""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 490, \""dominant_experience_level\"": \""senior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""AWS Tech Partner Development\"", \""defining_skills\"": [\""AWS\"", \""strategic partnerships\"", \""solution development\""], \""defining_responsibility_signals\"": [\""drive C-level relationships\"", \""launch joint solutions\""], \""confidence\"": \""high\""}""}]",20
491,27,mid,moderate_entry_barrier,IT Management,"['troubleshooting', 'hardware', 'software']","['lead team', 'provide solutions']",medium,1.0,1.0,0.667,0.889,3,"manager, project, information, technology, senior, technical, systems, administrator, planning, services, assistant, applications","[{""community_id"": 491, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""IT Management"", ""defining_skills"": [""troubleshooting"", ""hardware"", ""software""], ""defining_responsibility_signals"": [""lead team"", ""provide solutions""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 491, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""IT Management\"", \""defining_skills\"": [\""troubleshooting\"", \""hardware\"", \""software\""], \""defining_responsibility_signals\"": [\""lead team\"", \""provide solutions\""], \""confidence\"": \""medium\""}""}, {""community_id"": 491, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""IT Management"", ""defining_skills"": [""information technology"", ""computer science"", ""leadership""], ""defining_responsibility_signals"": [""bring expertise and ideas"", ""hit the ground running""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 491, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""IT Management\"", \""defining_skills\"": [\""information technology\"", \""computer science\"", \""leadership\""], \""defining_responsibility_signals\"": [\""bring expertise and ideas\"", \""hit the ground running\""], \""confidence\"": \""high\""}""}, {""community_id"": 491, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""IT Systems Specialists"", ""defining_skills"": [""technical support"", ""computer networks"", ""ERP support""], ""defining_responsibility_signals"": [""resolve problems"", ""map business processes""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 491, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""IT Systems Specialists\"", \""defining_skills\"": [\""technical support\"", \""computer networks\"", \""ERP support\""], \""defining_responsibility_signals\"": [\""resolve problems\"", \""map business processes\""], \""confidence\"": \""medium\""}""}]",20
492,27,junior,clear_entry_point,Food Service Rep,"['customer service', 'food handling', 'teamwork']","['work hard and have fun', 'welcome customers']",high,1.0,1.0,1.0,1.0,3,"service, bakery, food, rep, alliance, manager, san, antonio, overnight, customer, store, assistant","[{""community_id"": 492, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Food Service Rep"", ""defining_skills"": [""customer service"", ""food handling"", ""teamwork""], ""defining_responsibility_signals"": [""welcome customers"", ""work hard and have fun""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 492, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Food Service Rep\"", \""defining_skills\"": [\""customer service\"", \""food handling\"", \""teamwork\""], \""defining_responsibility_signals\"": [\""welcome customers\"", \""work hard and have fun\""], \""confidence\"": \""high\""}""}, {""community_id"": 492, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Food Service Rep"", ""defining_skills"": [""customer service"", ""food handling"", ""teamwork""], ""defining_responsibility_signals"": [""welcome customers"", ""work hard and have fun""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 492, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Food Service Rep\"", \""defining_skills\"": [\""customer service\"", \""food handling\"", \""teamwork\""], \""defining_responsibility_signals\"": [\""welcome customers\"", \""work hard and have fun\""], \""confidence\"": \""high\""}""}, {""community_id"": 492, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Food Service Rep"", ""defining_skills"": [""customer service"", ""food handling"", ""retail experience""], ""defining_responsibility_signals"": [""provide customer service"", ""work hard and have fun""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 492, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Food Service Rep\"", \""defining_skills\"": [\""customer service\"", \""food handling\"", \""retail experience\""], \""defining_responsibility_signals\"": [\""provide customer service\"", \""work hard and have fun\""], \""confidence\"": \""high\""}""}]",20
493,27,mid,moderate_entry_barrier,Software Engineer,"['cloud', 'automation', 'salesforce']","['lead', 'architect']",high,1.0,1.0,1.0,1.0,3,"lead, engineer, software, cloud, stack, architect, technical, automation, platform, systems, salesforce, net","[{""community_id"": 493, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Software Engineer"", ""defining_skills"": [""cloud"", ""automation"", ""salesforce""], ""defining_responsibility_signals"": [""lead"", ""architect""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 493, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Software Engineer\"", \""defining_skills\"": [\""cloud\"", \""automation\"", \""salesforce\""], \""defining_responsibility_signals\"": [\""lead\"", \""architect\""], \""confidence\"": \""high\""}""}, {""community_id"": 493, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Software Engineer"", ""defining_skills"": [""cloud"", ""automation"", ""salesforce""], ""defining_responsibility_signals"": [""lead"", ""architect""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 493, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Software Engineer\"", \""defining_skills\"": [\""cloud\"", \""automation\"", \""salesforce\""], \""defining_responsibility_signals\"": [\""lead\"", \""architect\""], \""confidence\"": \""high\""}""}, {""community_id"": 493, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Software Engineer"", ""defining_skills"": [""cloud"", ""automation"", ""platform""], ""defining_responsibility_signals"": [""lead complex initiatives"", ""develop companywide standards""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 493, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Software Engineer\"", \""defining_skills\"": [\""cloud\"", \""automation\"", \""platform\""], \""defining_responsibility_signals\"": [\""lead complex initiatives\"", \""develop companywide standards\""], \""confidence\"": \""high\""}""}]",20
494,27,senior,restricted_entry_point,Senior Application Developers,"['Oracle', 'ServiceNow', 'Cloud Integration']","['lead technical teams', 'product ownership']",high,0.667,0.667,0.333,0.556,3,"developer, oracle, senior, servicenow, cloud, integration, consultant, engineer, erp, architect, administrator, functional","[{""community_id"": 494, ""dominant_experience_level"": ""senior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""Senior Application Developers"", ""defining_skills"": [""Oracle"", ""ServiceNow"", ""Cloud Integration""], ""defining_responsibility_signals"": [""lead technical teams"", ""product ownership""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 494, \""dominant_experience_level\"": \""senior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""Senior Application Developers\"", \""defining_skills\"": [\""Oracle\"", \""ServiceNow\"", \""Cloud Integration\""], \""defining_responsibility_signals\"": [\""lead technical teams\"", \""product ownership\""], \""confidence\"": \""high\""}""}, {""community_id"": 494, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Oracle Cloud Consultants"", ""defining_skills"": [""OIM development"", ""identity management"", ""SOA""], ""defining_responsibility_signals"": [""hands-on"", ""troubleshooting""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 494, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Oracle Cloud Consultants\"", \""defining_skills\"": [\""OIM development\"", \""identity management\"", \""SOA\""], \""defining_responsibility_signals\"": [\""hands-on\"", \""troubleshooting\""], \""confidence\"": \""high\""}""}, {""community_id"": 494, ""dominant_experience_level"": ""senior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""Senior Integration Developers"", ""defining_skills"": [""Talend ESB"", ""Integration Processes"", ""ETL Design""], ""defining_responsibility_signals"": [""Leading ETL Design and Implementation"", ""Optimizing Integration Processes""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 494, \""dominant_experience_level\"": \""senior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""Senior Integration Developers\"", \""defining_skills\"": [\""Talend ESB\"", \""Integration Processes\"", \""ETL Design\""], \""defining_responsibility_signals\"": [\""Leading ETL Design and Implementation\"", \""Optimizing Integration Processes\""], \""confidence\"": \""high\""}""}]",20
495,27,junior,clear_entry_point,Hannaford Shopper,"['stocking', 'customer service', 'produce handling']","['following established procedures', 'working under supervision']",high,1.0,1.0,0.667,0.889,3,"sales, hannaford, shopper, produce, meat, market, stock, crew, nights, hourly, seasonal, seafood","[{""community_id"": 495, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Hannaford Shopper"", ""defining_skills"": [""stocking"", ""customer service"", ""produce handling""], ""defining_responsibility_signals"": [""following established procedures"", ""working under supervision""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 495, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Hannaford Shopper\"", \""defining_skills\"": [\""stocking\"", \""customer service\"", \""produce handling\""], \""defining_responsibility_signals\"": [\""following established procedures\"", \""working under supervision\""], \""confidence\"": \""high\""}""}, {""community_id"": 495, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Hannaford Shopper"", ""defining_skills"": [""stocking"", ""produce handling"", ""customer service""], ""defining_responsibility_signals"": [""following established procedures"", ""working under supervision""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 495, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Hannaford Shopper\"", \""defining_skills\"": [\""stocking\"", \""produce handling\"", \""customer service\""], \""defining_responsibility_signals\"": [\""following established procedures\"", \""working under supervision\""], \""confidence\"": \""high\""}""}, {""community_id"": 495, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Hannaford Produce Sales"", ""defining_skills"": [""produce sales"", ""stocking"", ""customer service""], ""defining_responsibility_signals"": [""addressing customer needs"", ""maintaining store inventory""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 495, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Hannaford Produce Sales\"", \""defining_skills\"": [\""produce sales\"", \""stocking\"", \""customer service\""], \""defining_responsibility_signals\"": [\""addressing customer needs\"", \""maintaining store inventory\""], \""confidence\"": \""high\""}""}]",20
